oldobjectid,objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,,in drive,original filename,display_template,object_location,image_small,image_thumb
uiblackhistory011,mg5758_001,mg5758_001.jpg,Portrait of Jennie Eva Hughes,,,1898,yes,Hughes,,,"Jennie E. Hughes Medal Oration, 1989",mg5758_001,,,image/jpg,image;stillimage,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,mg5758_001,,,image,/objects/mg5758_001.jpg,/objects/small/mg5758_001_sm.jpg,/objects/thumbs/mg5758_001_th.jpg
uiblackhistory012,mg5758_002,mg5758_002.jpg,Portrait of Jennie Eva Hughes,,,1898,yes,Hughes,,,"Jennie E. Hughes Medal Oration, 1989",mg5758_002,,,image/jpg,image;stillimage,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,mg5758_002,,,image,/objects/mg5758_002.jpg,/objects/small/mg5758_002_sm.jpg,/objects/thumbs/mg5758_002_th.jpg
uiblackhistory013,mg5758_003,mg5758_003.pdf,"""The Uncrowned King"" by Jennie Eva Hughes",,"This speech won her the medal oration on April 15, 1898 at University of Idaho.",1898-04-15,,Hughes,,,"Jennie E. Hughes Medal Oration, 1989",mg5758_003,,,application/pdf,text,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,mg5758_003,,,pdf,/objects/mg5758_003.pdf,/objects/small/mg5758_003_sm.jpg,/objects/thumbs/mg5758_003_th.jpg
uiblackhistory014,mg5758_004,mg5758_004.pdf,The Spokesman article about the oratorical event where Jennie Eva Hughes won,,,1898,yes,Hughes,,,"Jennie E. Hughes Medal Oration, 1989",mg5758_004,,,application/pdf,text,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,mg5758_004,,,pdf,/objects/mg5758_004.pdf,/objects/small/mg5758_004_sm.jpg,/objects/thumbs/mg5758_004_th.jpg
uiblackhistory028,offensereport,offensereport.pdf,Memorandum regarding an offense report,Tom Richardson,Memorandum from Tom Richardson to Corky Bush and Bernard Hamilton concerning the “misappropriated goods” found in the B.S.U.,1973-02-14,,Black Student Union,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,offensereport,y; combined,offensereport.pdf,pdf,/objects/offensereport.pdf,/objects/small/offensereport_sm.jpg,/objects/thumbs/offensereport_th.jpg
uiblackhistory015,pg2_110_1,pg2_110_1.jpg,University of Idaho class of 1899,,"Back row (left to right): Fred Merriam, Clara Playfair, Eva Nichols, Clem Herbert, Guy Wolfe, Ava Sweet, Fred Moore. Front row (left to right): Kate Hanley, Maude Mix, Charles Armstrong, Will Stillinger, Jennie Eva Hughes, Gilbert Hogue.",1898,yes,Hughes,,,"University of Idaho Student Organizations Collection, 1893-1992",pg2_110_1,,,image/jpg,image;stillimage,"In Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,eng,pg2_110_1,,,image,/objects/pg2_110_1.jpg,/objects/small/pg2_110_1_sm.jpg,/objects/thumbs/pg2_110_1_th.jpg
uiblackhistory169,r1,r1.pdf,"Memorandum regarding ""John Cattrell""",Corky Bush,"Memorandum to Thomas Richardson from Corky Bush concerning student, John Cattrell, wanting to be considered for the Ethnic Students Advisory Program.",1974-06-05,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r1,y,R 1.jpg,pdf,/objects/r1.pdf,/objects/small/r1_sm.jpg,/objects/thumbs/r1_th.jpg
uiblackhistory170,r10,r10.pdf,Application letter for employment as Director of Minority Programs,"Charles A. Ramsey, II","Application letter to Robert W. Coonrod from Charles A. Ramsey, II for the Director position for the Minority Programs at the University of Idaho.",1974-06-26,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r10,y,R 10.jpg,pdf,/objects/r10.pdf,/objects/small/r10_sm.jpg,/objects/thumbs/r10_th.jpg
uiblackhistory173,r11,r11.pdf,Screening Committee for the Coordinator of Minority Student Programs position meeting minutes,,Meeting notes for the determination of position requirements for Coordinator of Minority/Ethnic Student Programs.,1974-06-13,,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r11,y,R 11.jpg,pdf,/objects/r11.pdf,/objects/small/r11_sm.jpg,/objects/thumbs/r11_th.jpg
uiblackhistory174,r110a,r110a.pdf,"Idahonian article, ""New Course Scheduled at U of I""",The Daily Idahonian,"Newspaper clipping from the Daily Idahonian titled, ""New Course Scheduled at U of I"" discussing the new course, ""Social Science 103–Black Identity: Alienation and Affirmation.""",1969-09-08,,Black Studies News Clips,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r110a,y,R 110.jpg,pdf,/objects/r110a.pdf,/objects/small/r110a_sm.jpg,/objects/thumbs/r110a_th.jpg
uiblackhistory175,r110b,r110b.pdf,"Idahonian article, ""Idaho Offers New Course""",The Daily Idahonian,"Newspaper clipping from the Daily Idahonian titled, ""Idaho Offers New Course"" discussing new course titled, ""Man in the Nuclear Age.""",1969-08-20,,Black Studies News Clips,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r110b,y,R 110.jpg,pdf,/objects/r110b.pdf,/objects/small/r110b_sm.jpg,/objects/thumbs/r110b_th.jpg
uiblackhistory176,r110c,r110c.pdf,"Newspaper article, ""Black Studies class offered next fall""",,"Newspaper clipping titled, 'Black Studies class offered next fall,"" discussing an ethnic studies course, Social Science 102: ""Men in a Nuclear Age"" and ""Black Identity: Alienation and Affirmation.""",1969-05-09,,Black Studies News Clips,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r110c,y,R 110.jpg,pdf,/objects/r110c.pdf,/objects/small/r110c_sm.jpg,/objects/thumbs/r110c_th.jpg
uiblackhistory177,r111a,r111a.pdf,"Lewiston Morning Tribune article, ""U of I Plans Experiment in Black Studies Course""",Lewiston Morning Tribune,"Newspaper clipping titled, ""U of I Plans Experiment in Black Studies Course,"" which discusses the course Social Science 103–""Black Identity: Alienation and Affirmation.""",1969-09-07,,Black Studies News Clips,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r111a,y,R 111.jpg,pdf,/objects/r111a.pdf,/objects/small/r111a_sm.jpg,/objects/thumbs/r111a_th.jpg
uiblackhistory178,r111b,r111b.pdf,"Newspaper article, ""Black studies course set""",,"Newspaper clipping discussing new course, Social Science 103–""Black Identity: Alienation and Affirmation.""",,,Black Studies News Clips,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r111b,y,R 111.jpg,pdf,/objects/r111b.pdf,/objects/small/r111b_sm.jpg,/objects/thumbs/r111b_th.jpg
uiblackhistory179,r111c,r111c.pdf,"Lewiston Morning Tribute article, ""Discrimination in Reverse: Black Studies Said Not 'Relevant''""",Lewiston Morning Tribune,Newspaper clipping discussing individual's opinion in regard to Black Studies not being relevant.,1969-09-20,,Black Studies News Clips,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r111c,y,R 111.jpg,pdf,/objects/r111c.pdf,/objects/small/r111c_sm.jpg,/objects/thumbs/r111c_th.jpg
uiblackhistory180,r112,r112.pdf,Proposal for a new Afro-American Studies course,,Proposal lists the purpose of why Black studies is necessary and why the Afro-American course is necessary at University of Idaho.,,,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r112,y,R 112.jpg,pdf,/objects/r112.pdf,/objects/small/r112_sm.jpg,/objects/thumbs/r112_th.jpg
